Wall time,Step,Value
1587703800.268184,2518438,-0.546875
1587703931.254305,2519464,-0.390625
1587704021.1751332,2520128,-0.484375
1587704599.6278021,2526890,-0.546875
1587704771.5051522,2528455,-0.59375
1587705146.4761696,2532339,-0.46875
1587705938.9217916,2539660,-0.53125
1587706660.1721485,2546180,-0.296875
1587707286.9102352,2551662,-0.296875
1587707344.3067205,2552223,-0.390625
1587707361.4556286,2552273,-0.3125
1587708607.7896297,2565650,-0.46875
1587708746.242595,2566744,-0.34375
1587709509.5648625,2573240,-0.359375
1587709703.6031559,2574610,-0.453125
1587710007.865385,2577567,-0.3125
1587710094.4383504,2578469,-0.40625
1587710112.575369,2578604,-0.5
1587710164.3122048,2579159,-0.453125
1587710585.9082778,2583053,-0.484375
1587711039.5320644,2587152,-0.265625
1587711145.925487,2588572,-0.359375
1587711445.3103616,2592129,-0.5625
1587711540.1397262,2592827,-0.453125
1587712145.4649954,2598973,-0.4375
1587712202.9763148,2599368,-0.359375
1587713093.9390323,2608161,-0.4375
1587713103.2074773,2608237,-0.59375
1587713123.9484456,2608564,-0.625
1587713588.3257957,2612690,-0.46875
1587714338.4123125,2620181,-0.546875
1587714714.1694067,2624235,-0.484375
1587715925.3062654,2634698,-0.421875
1587716912.1172025,2644311,-0.453125
1587717013.9949963,2645396,-0.3125
1587717425.9645593,2649040,-0.375
1587717681.233647,2651383,-0.421875
1587718601.7817569,2661404,-0.546875
1587719237.5665767,2667327,-0.515625
1587719323.7100024,2668324,-0.5625
1587719820.7648635,2672769,-0.546875
1587720143.7558072,2675892,-0.4375
1587720175.1142983,2676363,-0.46875
1587721684.5029578,2691189,-0.484375
1587722411.554175,2698097,-0.484375
1587722469.1600425,2698553,-0.390625
1587723140.4135454,2704491,-0.25
1587723492.788333,2707574,-0.28125
1587724098.92232,2713312,-0.265625
1587724137.8517702,2713755,-0.28125
1587724203.2631605,2714389,-0.375
1587724233.338069,2714603,-0.28125
1587724234.7932534,2714695,-0.359375
1587724374.5038297,2715896,-0.453125
1587724519.9069755,2717298,-0.34375
1587725548.7597299,2727595,-0.484375
1587725599.9546952,2728284,-0.453125
1587727036.1208823,2741586,-0.40625
1587727123.3040125,2742398,-0.46875
1587727165.0585732,2742743,-0.5
1587727423.5273259,2744860,-0.453125
1587727856.1237247,2748811,-0.453125
1587728166.5309968,2752089,-0.453125
1587728665.4126472,2756966,-0.375
1587728890.8255882,2758857,-0.40625
1587729731.5837543,2766017,-0.1875
1587729947.93703,2768301,-0.328125
1587730112.4666243,2770688,-0.484375
1587730556.781609,2775612,-0.4375
1587730653.5286787,2776902,-0.5625
1587730770.9578269,2777950,-0.53125
1587732509.9943001,2796290,-0.5
1587732744.4820251,2798234,-0.515625
1587732812.6446106,2798763,-0.546875
1587733317.026335,2804390,-0.46875
1587733360.5015252,2804615,-0.5625
1587733792.4418654,2808465,-0.296875
1587733859.6003978,2809099,-0.359375
1587734392.8969452,2813709,-0.375
1587735079.5013702,2821625,-0.375
1587735852.7509508,2829156,-0.453125
1587736068.1258974,2832351,-0.515625
1587737449.1208057,2847922,-0.71875
1587737612.248717,2849356,-0.671875
1587738384.8900566,2857105,-0.609375
1587738401.4570472,2857318,-0.546875
1587738418.6702552,2857431,-0.65625
1587739305.5308492,2864605,-0.234375
1587739496.6204987,2866331,-0.53125
1587739578.634682,2866999,-0.46875
1587739627.2126656,2867463,-0.34375
1587739716.1383967,2868326,-0.25
1587739716.9624522,2868379,-0.40625
